onset,duration,description
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
8.205078,0.5,SYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
10.707031,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
13.152344,0.5,ASYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
15.841797,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
36.095703,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
39.210938,0.5,SYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
41.613281,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
45.5,0.5,ASYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
48.044922,0.5,SYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
50.369141,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
52.570312,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
54.916016,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
57.919922,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
60.064453,0.5,ASYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
62.466797,0.5,SYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
64.576172,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
66.876953,0.5,ASYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
69.111328,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
71.3125,0.5,SYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
73.511719,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
75.601562,0.5,ASYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
77.802734,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
79.869141,0.5,SYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
82.001953,0.5,ASYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
86.033203,0.5,SYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
89.517578,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
91.707031,0.5,ASYM
